Country,Year,Value
Korea,2018,17239.341
Korea,2019,19666.436
Korea,2020,25391.716
Korea,2010,275.397
Korea,2011,86.637
Korea,2012,24.136
Korea,2013,21.139
Korea,2014,10.855
Korea,2015,8.388
Korea,2016,6.602
Korea,2017,5.887
Korea,2018,10.33
Korea,2020,15.017
Korea,2010,40729.181
Korea,2011,47759.385
Korea,2012,63611.962
Korea,2013,81562.274
Korea,2014,98792.783
Korea,2015,108919.142
Korea,2016,122539.087
Korea,2017,158128.803
Korea,2018,170756.653
Korea,2019,191060.808
Korea,2020,235563.498
Korea,2010,2275.285
Korea,2011,1087.295
Korea,2012,1450.96
Korea,2013,286.171
Korea,2014,163.18
Korea,2015,102.156
Korea,2016,75.085
Korea,2017,110.831
Korea,2018,124.858
Korea,2019,76996.2
Korea,2020,1048.658
Korea,2010,0
Korea,2011,0
Korea,2012,0
Korea,2013,0
Korea,2014,0
Korea,2015,0
Korea,2016,0
Korea,2010,0
Korea,2011,0
Korea,2012,0
Korea,2013,0
Korea,2014,0
Korea,2015,0
Korea,2016,0
Korea,2010,5226.562
Korea,2011,1630.108
Korea,2012,682.709
Korea,2013,679.264
Korea,2014,622.995
Korea,2015,360.807
Korea,2016,366.841
Korea,2017,509.094
Korea,2018,559.703
Korea,2019,140.093
Korea,2020,471.131
Korea,2010,7580.248
Korea,2011,2410.734
Korea,2012,1009.74
Korea,2013,6887.499
Korea,2014,8751.461
Korea,2015,9289.409
Korea,2016,10650.825
Korea,2017,15150.595
Korea,2018,17799.044
Korea,2019,19806.53
Korea,2020,25862.847
Korea,2010,19167.816
Korea,2011,26659.985
Korea,2012,36794.724
Korea,2013,43377.052
Korea,2014,50039.909
Korea,2015,53323.651
Korea,2016,57021.41
Korea,2017,69715.097
Korea,2018,74130.014
Korea,2019,74884.004
Korea,2020,98207.388
Korea,2010,0
Korea,2011,0
Korea,2012,0
Korea,2013,0
Korea,2014,0
Korea,2015,0
Korea,2016,0
Korea,2010,8257.423
Korea,2011,14929.364
Korea,2012,20607.24
Korea,2013,26266.446
Korea,2014,34004.166
Korea,2015,38746.27
Korea,2016,46493.678
Korea,2017,60122.494
Korea,2018,62860.036
Korea,2020,87891.196
Korea,2019,6472.88
Korea,2019,3076.956
Korea,2019,8783.641
Luxembourg,2010,260.261
Luxembourg,2011,287.194
Luxembourg,2012,327.71
Luxembourg,2013,370.5
Luxembourg,2014,689.33
Luxembourg,2015,705.865
Luxembourg,2016,794.18
Luxembourg,2017,822.5
Luxembourg,2018,693.89
Luxembourg,2019,969.74
Luxembourg,2020,1045.76
Luxembourg,2012,358.25
Luxembourg,2013,318.68
Luxembourg,2014,376.14
Luxembourg,2015,331.988
Luxembourg,2016,327.04
Luxembourg,2017,273.19
Luxembourg,2018,293.53
Luxembourg,2010,0
Luxembourg,2011,0
Luxembourg,2012,0
Luxembourg,2013,0
Luxembourg,2014,0
Luxembourg,2015,0
Luxembourg,2016,0
Luxembourg,2017,0
Luxembourg,2018,0
Luxembourg,2019,0
Luxembourg,2020,0
Luxembourg,2010,798.732
Luxembourg,2011,831.519
Luxembourg,2012,901.62
Luxembourg,2013,959.1
Luxembourg,2014,1483.71
Luxembourg,2015,1443.733
Luxembourg,2016,1573.85
Luxembourg,2017,1618.56
Luxembourg,2018,1618.08
Luxembourg,2019,1798.15
Luxembourg,2020,1830.11
Luxembourg,2010,16.97
Luxembourg,2011,17.911
Luxembourg,2012,15.31
Luxembourg,2013,4.93
Luxembourg,2014,39.49
Luxembourg,2015,18.429
Luxembourg,2016,34.56
Luxembourg,2017,38.06
Luxembourg,2018,51.9
Luxembourg,2019,18.38
Luxembourg,2020,21.21
Luxembourg,2010,0
Luxembourg,2011,0
Luxembourg,2012,0
Luxembourg,2013,0
Luxembourg,2014,0
Luxembourg,2015,0
Luxembourg,2016,0
Luxembourg,2017,0
Luxembourg,2018,0
Luxembourg,2019,0
Luxembourg,2020,0
Luxembourg,2012,0
Luxembourg,2013,0
Luxembourg,2014,0
Luxembourg,2016,0
Luxembourg,2018,0
Luxembourg,2020,0
Luxembourg,2012,159.4
Luxembourg,2013,207.1
Luxembourg,2014,327.37
Luxembourg,2015,363.575
Luxembourg,2016,358.13
Luxembourg,2017,393.04
Luxembourg,2018,335.59
Luxembourg,2010,443.917
Luxembourg,2011,485.23
Luxembourg,2012,517.65
Luxembourg,2013,525.78
Luxembourg,2014,703.51
Luxembourg,2015,695.563
Luxembourg,2016,685.17
Luxembourg,2017,666.23
Luxembourg,2018,629.12
Luxembourg,2019,573.46
Luxembourg,2020,563
Luxembourg,2010,75.468
Luxembourg,2011,39.785
Luxembourg,2012,40.95
Luxembourg,2013,45.8
Luxembourg,2014,51.38
Luxembourg,2015,23.876
Luxembourg,2016,51.81
Luxembourg,2017,66.73
Luxembourg,2018,131.95
Luxembourg,2019,96.07
Luxembourg,2020,87.81
Luxembourg,2012,0
Luxembourg,2013,0
Luxembourg,2014,0
Luxembourg,2016,0
Luxembourg,2018,0
Luxembourg,2020,0
Luxembourg,2010,0
Luxembourg,2014,0
Luxembourg,2016,1.94
Luxembourg,2017,0.86
Luxembourg,2018,87.2
Luxembourg,2019,124.7
Luxembourg,2020,98.85
Luxembourg,2012,1.56
Luxembourg,2013,1.7
Luxembourg,2014,1.7
Luxembourg,2015,0
Luxembourg,2016,0
Luxembourg,2017,0
Luxembourg,2018,0
Luxembourg,2010,87.523
Luxembourg,2011,92.271
Luxembourg,2012,106
Luxembourg,2013,125.14
Luxembourg,2014,282.94
Luxembourg,2015,329.057
Luxembourg,2016,322.58
Luxembourg,2017,305.62
Luxembourg,2018,305.16
Luxembourg,2019,427.43
Luxembourg,2020,437.87
Luxembourg,2010,112.376
Luxembourg,2011,111.176
Luxembourg,2012,157
Luxembourg,2013,203.2
Luxembourg,2014,333.44
Luxembourg,2015,318.831
Luxembourg,2016,398.885
Luxembourg,2017,450.13
Luxembourg,2018,322.43
Luxembourg,2019,409.97
Luxembourg,2020,467.86
Luxembourg,2010,60.362
Luxembourg,2011,81.194
Luxembourg,2012,63.15
Luxembourg,2013,40.46
Luxembourg,2014,71.35
Luxembourg,2015,57.977
Luxembourg,2016,72.71
Luxembourg,2017,66.75
Luxembourg,2018,66.29
Luxembourg,2019,132.35
Luxembourg,2020,139.72
Luxembourg,2010,347.76
Luxembourg,2011,371.6
Luxembourg,2012,432.381
Luxembourg,2013,510.957
Luxembourg,2014,836.916
Luxembourg,2015,768.475
Luxembourg,2016,837.145
Luxembourg,2017,986.424
Luxembourg,2018,794.504
Luxembourg,2019,1089.406
Luxembourg,2020,1283.252
Luxembourg,2012,472.675
Luxembourg,2013,439.492
Luxembourg,2014,456.672
Luxembourg,2015,361.435
Luxembourg,2016,344.733
Luxembourg,2017,327.637
Luxembourg,2018,336.092
Luxembourg,2010,0
Luxembourg,2011,0
Luxembourg,2012,0
Luxembourg,2013,0
Luxembourg,2014,0
Luxembourg,2015,0
Luxembourg,2016,0
Luxembourg,2017,0
Luxembourg,2018,0
Luxembourg,2019,0
Luxembourg,2020,0
Luxembourg,2010,1067.266
Luxembourg,2011,1075.902
Luxembourg,2012,1189.597
Luxembourg,2013,1322.695
Luxembourg,2014,1801.372
Luxembourg,2015,1571.792
Luxembourg,2016,1658.995
Luxembourg,2017,1941.139
Luxembourg,2018,1852.702
Luxembourg,2019,2020.042
Luxembourg,2020,2245.728
Luxembourg,2010,22.675
Luxembourg,2011,23.175
Luxembourg,2012,20.2
Luxembourg,2013,6.799
Luxembourg,2014,47.945
Luxembourg,2015,20.063
Luxembourg,2016,36.43
Luxembourg,2017,45.645
Luxembourg,2018,59.426
Luxembourg,2019,20.648
Luxembourg,2020,26.027
Luxembourg,2010,0
Luxembourg,2011,0
Luxembourg,2012,0
Luxembourg,2013,0
Luxembourg,2014,0
Luxembourg,2015,0
Luxembourg,2016,0
Luxembourg,2017,0
Luxembourg,2018,0
Luxembourg,2019,0
Luxembourg,2020,0
Luxembourg,2012,0
Luxembourg,2013,0
Luxembourg,2014,0
Luxembourg,2016,0
Luxembourg,2018,0
Luxembourg,2020,0
Luxembourg,2012,210.312
Luxembourg,2013,285.612
Luxembourg,2014,397.46
Luxembourg,2015,395.824
Luxembourg,2016,377.505
Luxembourg,2017,471.373
Luxembourg,2018,384.251
Luxembourg,2010,593.162
Luxembourg,2011,627.84
Luxembourg,2012,682.987
Luxembourg,2013,725.103
Luxembourg,2014,854.131
Luxembourg,2015,757.259
Luxembourg,2016,722.238
Luxembourg,2017,799.01
Luxembourg,2018,720.342
Luxembourg,2019,644.225
Luxembourg,2020,690.857
Luxembourg,2010,100.84
Luxembourg,2011,51.478
Luxembourg,2012,54.029
Luxembourg,2013,63.163
Luxembourg,2014,62.38
Luxembourg,2015,25.994
Luxembourg,2016,54.613
Luxembourg,2017,80.029
Luxembourg,2018,151.083
Luxembourg,2019,107.925
Luxembourg,2020,107.752
Luxembourg,2012,0
Luxembourg,2013,0
Luxembourg,2014,0
Luxembourg,2016,0
Luxembourg,2018,0
Luxembourg,2020,0
Luxembourg,2010,0
Luxembourg,2014,0
Luxembourg,2016,2.045
Luxembourg,2017,1.031
Luxembourg,2018,99.844
Luxembourg,2019,140.088
Luxembourg,2020,121.299
Luxembourg,2012,2.058
Luxembourg,2013,2.344
Luxembourg,2014,2.064
Luxembourg,2015,0
Luxembourg,2016,0
Luxembourg,2017,0
Luxembourg,2018,0
Luxembourg,2010,116.948
Luxembourg,2011,119.39
Luxembourg,2012,139.856
Luxembourg,2013,172.581
Luxembourg,2014,343.517
Luxembourg,2015,358.245
Luxembourg,2016,340.032
Luxembourg,2017,366.53
Luxembourg,2018,349.408
Luxembourg,2019,480.175
Luxembourg,2020,537.31
Luxembourg,2010,150.157
Luxembourg,2011,143.85
Luxembourg,2012,207.146
Luxembourg,2013,280.233
Luxembourg,2014,404.83
Luxembourg,2015,347.111
Luxembourg,2016,420.465
Luxembourg,2017,539.841
Luxembourg,2018,369.182
Luxembourg,2019,460.56
Luxembourg,2020,574.111
Luxembourg,2010,80.656
Luxembourg,2011,105.057
Luxembourg,2012,83.32
Luxembourg,2013,55.798
Luxembourg,2014,86.626
Luxembourg,2015,63.12
Luxembourg,2016,76.644
Luxembourg,2017,80.053
Luxembourg,2018,75.902
Luxembourg,2019,148.682
Luxembourg,2020,171.45
Mexico,2010,39352.894
Mexico,2011,40139.952
Mexico,2012,59140.451
Mexico,2013,45567.626
Mexico,2014,44912.434
Mexico,2015,68129.89
Mexico,2016,370685.53
Mexico,2017,440508.669
Mexico,2018,434764.521
Mexico,2019,593950.546
Mexico,2020,751434.812
Mexico,2010,285222.45
Mexico,2011,313243.295
Mexico,2012,360855.971
Mexico,2013,413802.889
Mexico,2014,519667.56
Mexico,2015,595090.401
Mexico,2016,609522.693
Mexico,2017,691966.796
Mexico,2018,746232.794
Mexico,2019,845258.413
Mexico,2020,913442.938
Mexico,2010,1665112.01
Mexico,2011,1852060.331
Mexico,2012,2193025.277
Mexico,2013,2370176.68
Mexico,2014,2676923.907
Mexico,2015,2821237.256
Mexico,2016,3023045.103
Mexico,2017,3435381.986
Mexico,2018,3576320
Mexico,2019,4372222.238
Mexico,2020,4709808.414
Mexico,2010,15148.727
Mexico,2011,10137.337
Mexico,2012,7709.019
Mexico,2013,5480.77
Mexico,2014,-8499.923
Mexico,2015,2398.156
Mexico,2016,-3602.363
Mexico,2017,-8226.191
Mexico,2018,-12670.274
Mexico,2019,-23945.701
Mexico,2020,-44016.235
Mexico,2010,185.725
Mexico,2011,189.44
Mexico,2012,188.721
Mexico,2013,430.991
Mexico,2014,858.66
Mexico,2010,1047179.819
Mexico,2011,1171224.737
Mexico,2012,1327683.152
Mexico,2013,1345060.423
Mexico,2014,1497065.361
Mexico,2015,1547534.188
Mexico,2016,1701813.802
Mexico,2017,1865311.804
Mexico,2018,2010139.431
Mexico,2019,2559933.561
Mexico,2020,2718796.868
Mexico,2010,1332402.269
Mexico,2011,1484468.032
Mexico,2012,1688539.122
Mexico,2013,1758863.313
Mexico,2014,2016732.921
Mexico,2015,2142624.589
Mexico,2016,2311336.495
Mexico,2017,2557278.601
Mexico,2018,2756372.226
Mexico,2019,3405191.974
Mexico,2020,3632239.806
Mexico,2010,7985.27
Mexico,2011,5895.735
Mexico,2012,13377.446
Mexico,2013,21348.537
Mexico,2014,22148.951
Mexico,2015,27359.606
Mexico,2016,25360.159
Mexico,2017,27040.62
Mexico,2018,33074.373
Mexico,2019,31027.139
Mexico,2020,39502.745
Mexico,2012,333.397
Mexico,2013,348.073
Mexico,2014,30.261
Mexico,2010,25739.911
Mexico,2011,26254.71
Mexico,2012,22767.144
Mexico,2013,22140.544
Mexico,2014,18689.596
Mexico,2015,42070.87
Mexico,2016,20113.585
Mexico,2017,35556.118
Mexico,2018,43306.728
Mexico,2019,70029.797
Mexico,2020,33838.872
Mexico,2010,13612.983
Mexico,2011,13885.242
Mexico,2012,36373.307
Mexico,2013,23427.082
Mexico,2014,26222.838
Mexico,2015,26059.02
Mexico,2016,295753.904
Mexico,2017,326503.678
Mexico,2018,288934.957
Mexico,2019,408676.098
Mexico,2020,584287.123
Mexico,2016,54818.041
Mexico,2017,78448.872
Mexico,2018,102522.836
Mexico,2019,115244.652
Mexico,2020,133308.817
Mexico,2010,3184.638
Mexico,2011,2869.107
Mexico,2012,4545.734
Mexico,2013,3484.696
Mexico,2014,3051.531
Mexico,2015,3959.544
Mexico,2016,17880.391
Mexico,2017,22262.867
Mexico,2018,22088.438
Mexico,2019,31517.338
Mexico,2020,37668.36
Mexico,2010,23081.666
Mexico,2011,22389.874
Mexico,2012,27736.602
Mexico,2013,31644.774
Mexico,2014,35308.3
Mexico,2015,34585.209
Mexico,2016,29400.942
Mexico,2017,34971.309
Mexico,2018,37912.746
Mexico,2019,44852.717
Mexico,2020,45789.597
Mexico,2010,134749.416
Mexico,2011,132380.799
Mexico,2012,168563.291
Mexico,2013,181254.669
Mexico,2014,181880.956
Mexico,2015,163963.459
Mexico,2016,145819.631
Mexico,2017,173620.765
Mexico,2018,181696.803
Mexico,2019,232007.208
Mexico,2020,236096.007
Mexico,2010,1225.913
Mexico,2011,724.592
Mexico,2012,592.541
Mexico,2013,419.131
Mexico,2014,-577.519
Mexico,2015,139.375
Mexico,2016,-173.764
Mexico,2017,-415.743
Mexico,2018,-643.72
Mexico,2019,-1270.653
Mexico,2020,-2206.471
Mexico,2010,15.03
Mexico,2011,13.541
Mexico,2012,14.506
Mexico,2013,32.959
Mexico,2014,58.341
Mexico,2010,84743.169
Mexico,2011,83716.315
Mexico,2012,102050.188
Mexico,2013,102860.89
Mexico,2014,101716.63
Mexico,2015,89938.929
Mexico,2016,82088.706
Mexico,2017,94270.99
Mexico,2018,102126.182
Mexico,2019,135840.085
Mexico,2020,136289.426
Mexico,2010,107824.835
Mexico,2011,106106.189
Mexico,2012,129786.79
Mexico,2013,134505.664
Mexico,2014,137024.93
Mexico,2015,124524.138
Mexico,2016,111489.648
Mexico,2017,129242.299
Mexico,2018,140038.928
Mexico,2019,180692.801
Mexico,2020,182079.023
Mexico,2010,646.209
Mexico,2011,421.413
Mexico,2012,1028.235
Mexico,2013,1632.588
Mexico,2014,1504.889
Mexico,2015,1590.074
Mexico,2016,1223.273
Mexico,2017,1366.606
Mexico,2018,1680.361
Mexico,2019,1646.421
Mexico,2020,1980.217
Mexico,2012,25.626
Mexico,2013,26.618
Mexico,2014,2.056
Mexico,2010,2083.006
Mexico,2011,1876.623
Mexico,2012,1749.959
Mexico,2013,1693.155
Mexico,2014,1269.846
Mexico,2015,2445.057
Mexico,2016,970.199
Mexico,2017,1796.971
Mexico,2018,2200.221
Mexico,2019,3716.055
Mexico,2020,1696.295
Mexico,2010,1101.632
Mexico,2011,992.484
Mexico,2012,2795.775
Mexico,2013,1791.541
Mexico,2014,1781.685
Mexico,2015,1514.487
Mexico,2016,14265.988
Mexico,2017,16501.169
Mexico,2018,14679.491
Mexico,2019,21685.952
Mexico,2020,29289.484
Mexico,2016,2644.204
Mexico,2017,3964.727
Mexico,2018,5208.726
Mexico,2019,6115.332
Mexico,2020,6682.582
Netherlands,2010,361596
Netherlands,2011,420428
Netherlands,2012,463572
Netherlands,2013,509431
Netherlands,2014,587264
Netherlands,2015,592658
Netherlands,2010,64043
Netherlands,2011,56735
Netherlands,2012,68120
Netherlands,2013,73922
Netherlands,2014,73261
Netherlands,2015,95015
Netherlands,2016,227094
Netherlands,2017,233969
Netherlands,2018,242745
Netherlands,2019,250389
Netherlands,2020,241866
Netherlands,2010,39586
Netherlands,2011,23054
Netherlands,2012,26605
Netherlands,2013,24276
Netherlands,2014,36684
Netherlands,2015,18716
Netherlands,2016,43332
Netherlands,2017,50458
Netherlands,2018,56310
Netherlands,2019,65918
Netherlands,2020,78167
Netherlands,2010,760115
Netherlands,2011,815868.231
Netherlands,2012,931525
Netherlands,2013,968089
Netherlands,2014,1055934
Netherlands,2015,1163253
Netherlands,2016,1290793
Netherlands,2017,1360152
Netherlands,2018,1343729
Netherlands,2019,1578908
Netherlands,2020,1702145
Netherlands,2010,71340
Netherlands,2011,71268
Netherlands,2012,89526
Netherlands,2013,59462
Netherlands,2014,44396
Netherlands,2015,73123
Netherlands,2016,41875
Netherlands,2017,54736
Netherlands,2018,40520
Netherlands,2019,32897
Netherlands,2020,15571
Netherlands,2010,9954
Netherlands,2011,9112
Netherlands,2012,8409
Netherlands,2013,8311
Netherlands,2014,7532
Netherlands,2015,7227
Netherlands,2016,114332
Netherlands,2017,117449
Netherlands,2018,126180
Netherlands,2019,143524
Netherlands,2020,140201
Netherlands,2016,25534
Netherlands,2017,23598
Netherlands,2018,25341
Netherlands,2019,26334
Netherlands,2020,23516
Netherlands,2010,109107
Netherlands,2011,138902
Netherlands,2012,157386
Netherlands,2013,161665
Netherlands,2014,162506
Netherlands,2015,204980
Netherlands,2016,360897
Netherlands,2017,357345
Netherlands,2018,377439
Netherlands,2019,467264
Netherlands,2020,566140
Netherlands,2010,173150
Netherlands,2011,195637
Netherlands,2012,225506
Netherlands,2013,235586
Netherlands,2014,235767
Netherlands,2015,299995
Netherlands,2016,587991
Netherlands,2017,591314
Netherlands,2018,620184
Netherlands,2019,717653
Netherlands,2020,808006
Netherlands,2010,703
Netherlands,2011,6581
Netherlands,2012,8551
Netherlands,2013,8205
Netherlands,2014,10463
Netherlands,2015,7904
Netherlands,2016,31790
Netherlands,2017,44524
Netherlands,2018,42172
Netherlands,2019,49301
Netherlands,2020,45592
Netherlands,2011,2524
Netherlands,2012,1286
Netherlands,2013,685
Netherlands,2014,11679
Netherlands,2015,1013
Netherlands,2016,46197
Netherlands,2017,47916
Netherlands,2018,49823
Netherlands,2019,60111
Netherlands,2020,66311
Netherlands,2010,17622
Netherlands,2011,9489
Netherlands,2012,18964
Netherlands,2013,17923
Netherlands,2014,18258
Netherlands,2015,17118
Netherlands,2010,145496
Netherlands,2011,166629
Netherlands,2012,180638
Netherlands,2013,184661
Netherlands,2014,213113
Netherlands,2015,234608
Netherlands,2010,169399
Netherlands,2011,195147
Netherlands,2012,211067
Netherlands,2013,236111
Netherlands,2014,287800
Netherlands,2015,272610
Netherlands,2010,29078
Netherlands,2011,32942
Netherlands,2012,34478
Netherlands,2013,52792
Netherlands,2014,50865
Netherlands,2015,50088
Netherlands,2010,483164.575
Netherlands,2011,543991.789
Netherlands,2012,611636.897
Netherlands,2013,702556.292
Netherlands,2014,712997.222
Netherlands,2015,645226.765
Netherlands,2010,85574.257
Netherlands,2011,73409.417
Netherlands,2012,89877.528
Netherlands,2013,101945.83
Netherlands,2014,88946.18
Netherlands,2015,103442.831
Netherlands,2016,239379.785
Netherlands,2017,280599.022
Netherlands,2018,277943.025
Netherlands,2019,281287.003
Netherlands,2020,296793.769
Netherlands,2010,52894.813
Netherlands,2011,29829.571
Netherlands,2012,35102.637
Netherlands,2013,33479.032
Netherlands,2014,44538.044
Netherlands,2015,20376.109
Netherlands,2016,45676.261
Netherlands,2017,60514.279
Netherlands,2018,64474.95
Netherlands,2019,74052.281
Netherlands,2020,95918.726
Netherlands,2010,1015665.663
Netherlands,2011,1055651.904
Netherlands,2012,1229054.085
Netherlands,2013,1335091.54
Netherlands,2014,1282009.469
Netherlands,2015,1266433.541
Netherlands,2016,1360624.901
Netherlands,2017,1631230.294
Netherlands,2018,1538569.705
Netherlands,2019,1773745.247
Netherlands,2020,2088702.13
Netherlands,2010,95324.508
Netherlands,2011,92213.665
Netherlands,2012,118120.604
Netherlands,2013,82004.044
Netherlands,2014,53901.184
Netherlands,2015,79609.01
Netherlands,2016,44140.438
Netherlands,2017,65644.885
Netherlands,2018,46395.4
Netherlands,2019,36956.49
Netherlands,2020,19107.174
Netherlands,2010,13300.535
Netherlands,2011,11790.017
Netherlands,2012,11094.835
Netherlands,2013,11461.7
Netherlands,2014,9144.601
Netherlands,2015,7868.035
Netherlands,2016,120517.361
Netherlands,2017,140856.586
Netherlands,2018,144476.1
Netherlands,2019,161234.862
Netherlands,2020,172040.647
Netherlands,2016,26915.389
Netherlands,2017,28301.081
Netherlands,2018,29015.445
Netherlands,2019,29583.616
Netherlands,2020,28856.484
Netherlands,2010,145788.773
Netherlands,2011,179725.298
Netherlands,2012,207655.088
Netherlands,2013,222952.202
Netherlands,2014,197298.535
Netherlands,2015,223161.726
Netherlands,2016,380421.528
Netherlands,2017,428563.859
Netherlands,2018,432167.655
Netherlands,2019,524924.378
Netherlands,2020,694710.394
Netherlands,2010,231363.03
Netherlands,2011,253134.714
Netherlands,2012,297532.616
Netherlands,2013,324896.653
Netherlands,2014,286244.715
Netherlands,2015,326604.557
Netherlands,2016,619801.313
Netherlands,2017,709162.88
Netherlands,2018,710110.68
Netherlands,2019,806211.38
Netherlands,2020,991504.163
Netherlands,2010,939.349
Netherlands,2011,8515.156
Netherlands,2012,11282.189
Netherlands,2013,11315.516
Netherlands,2014,12703.128
Netherlands,2015,8605.085
Netherlands,2016,33509.839
Netherlands,2017,53397.633
Netherlands,2018,48286.94
Netherlands,2019,55384.743
Netherlands,2020,55945.943
Netherlands,2011,3265.804
Netherlands,2012,1696.748
Netherlands,2013,944.684
Netherlands,2014,14179.474
Netherlands,2015,1102.853
Netherlands,2016,48696.258
Netherlands,2017,57465.659
Netherlands,2018,57047.335
Netherlands,2019,67528.697
Netherlands,2020,81370.228
Netherlands,2010,23546.516
Netherlands,2011,12277.817
Netherlands,2012,25021.102
Netherlands,2013,24717.609
Netherlands,2014,22167.038
Netherlands,2015,18636.367
Netherlands,2010,194411.755
Netherlands,2011,215601.263
Netherlands,2012,238333.777
Netherlands,2013,254665.985
Netherlands,2014,258740.493
Netherlands,2015,255417.73
Netherlands,2010,226350.944
Netherlands,2011,252500.703
Netherlands,2012,278481.8
Netherlands,2013,325620.68
Netherlands,2014,349417.98
Netherlands,2015,296790.507
Netherlands,2010,38854.024
Netherlands,2011,42623.654
Netherlands,2012,45490.273
Netherlands,2013,72805.447
Netherlands,2014,61755.197
Netherlands,2015,54530.806
New Zealand,2014,21669
New Zealand,2015,24897
New Zealand,2016,26178
New Zealand,2017,27098
New Zealand,2018,28305
New Zealand,2019,30305
New Zealand,2020,32864
New Zealand,2014,10038
New Zealand,2015,10939
New Zealand,2016,12448
New Zealand,2017,15473
New Zealand,2018,17547
New Zealand,2019,20229
New Zealand,2020,22772
New Zealand,2014,22
New Zealand,2015,10
New Zealand,2016,8
New Zealand,2017,12
New Zealand,2018,10
New Zealand,2019,25
New Zealand,2020,42
New Zealand,2010,27157.75
New Zealand,2011,31373.72
New Zealand,2012,34756.41
New Zealand,2013,40426.03
New Zealand,2014,51725
New Zealand,2015,58016
New Zealand,2016,65111
New Zealand,2017,76051
New Zealand,2018,80926
New Zealand,2019,97654
New Zealand,2020,110850
New Zealand,2014,664
New Zealand,2015,965
New Zealand,2016,875
New Zealand,2017,1178
New Zealand,2018,927
New Zealand,2019,1884
New Zealand,2020,2041
New Zealand,2014,1436
New Zealand,2015,1849
New Zealand,2016,2067
New Zealand,2017,2284
New Zealand,2018,2057
New Zealand,2019,2813
New Zealand,2020,3665
New Zealand,2014,11474
New Zealand,2015,12788
New Zealand,2016,14515
New Zealand,2017,17757
New Zealand,2018,19604
New Zealand,2019,23042
New Zealand,2020,26437
New Zealand,2014,3775
New Zealand,2015,3957
New Zealand,2016,4556
New Zealand,2017,5124
New Zealand,2018,6370
New Zealand,2019,7098
New Zealand,2020,6976
New Zealand,2014,17710.074
New Zealand,2015,20835.054
New Zealand,2016,18241.238
New Zealand,2017,19232.079
New Zealand,2018,19001.745
New Zealand,2019,20410.156
New Zealand,2020,23750.813
New Zealand,2014,8204.057
New Zealand,2015,9154.302
New Zealand,2016,8673.96
New Zealand,2017,10981.547
New Zealand,2018,11779.672
New Zealand,2019,13624.057
New Zealand,2020,16457.325
New Zealand,2014,17.981
New Zealand,2015,8.369
New Zealand,2016,5.575
New Zealand,2017,8.517
New Zealand,2018,6.713
New Zealand,2019,16.837
New Zealand,2020,30.353
New Zealand,2010,19275.213
New Zealand,2011,23928.736
New Zealand,2012,28406.414
New Zealand,2013,33830.523
New Zealand,2014,42274.843
New Zealand,2015,48550.69
New Zealand,2016,45370.357
New Zealand,2017,53975.16
New Zealand,2018,54327.336
New Zealand,2019,65769.127
New Zealand,2020,80111.296
New Zealand,2014,542.687
New Zealand,2015,807.56
New Zealand,2016,609.714
New Zealand,2017,836.054
New Zealand,2018,622.315
New Zealand,2019,1268.858
New Zealand,2020,1475.031
New Zealand,2014,1173.643
New Zealand,2015,1547.336
New Zealand,2016,1440.318
New Zealand,2017,1621.008
New Zealand,2018,1380.908
New Zealand,2019,1894.531
New Zealand,2020,2648.696
New Zealand,2014,9377.7
New Zealand,2015,10701.638
New Zealand,2016,10114.278
New Zealand,2017,12602.555
New Zealand,2018,13160.58
New Zealand,2019,15518.588
New Zealand,2020,19106.02
New Zealand,2014,3085.308
New Zealand,2015,3311.415
New Zealand,2016,3174.692
New Zealand,2017,3636.622
New Zealand,2018,4276.316
New Zealand,2019,4780.442
New Zealand,2020,5041.555
Norway,2010,51803.8
Norway,2011,49663.992
Norway,2012,50543.35
Norway,2013,74243.704
Norway,2014,89258.269
Norway,2015,103565.88
Norway,2016,115916.22
Norway,2017,130769.086
Norway,2018,137657.309
Norway,2019,164783.086
Norway,2020,194549.3
Norway,2010,64916.7
Norway,2011,67977.706
Norway,2012,77289.87
Norway,2013,87959.14
Norway,2014,91339.482
Norway,2015,99259.79
Norway,2016,97033.31
Norway,2017,100928.1
Norway,2018,102048.548
Norway,2019,106922.033
Norway,2020,103782.945
Norway,2010,2030.3
Norway,2011,1802.461
Norway,2012,3472.38
Norway,2013,2726.95
Norway,2014,2217.123
Norway,2015,1791.97
Norway,2016,1592.885
Norway,2017,2228.296
Norway,2018,2182.877
Norway,2019,1397.437
Norway,2020,2276.306
Norway,2010,194169.77
Norway,2011,201426.813
Norway,2012,219758.711
Norway,2013,248723.391
Norway,2014,277736.647
Norway,2015,301388.43
Norway,2016,318069.1
Norway,2017,345665
Norway,2018,347717.1
Norway,2019,386175
Norway,2020,421365.937
Norway,2010,3142.61
Norway,2011,2068.935
Norway,2012,2407.95
Norway,2013,1259.26
Norway,2014,1624.776
Norway,2015,1646.138
Norway,2016,5962.71
Norway,2017,4902.872
Norway,2018,2426.667
Norway,2019,4000.606
Norway,2020,5809.342
Norway,2010,6677.96
Norway,2011,7019.573
Norway,2012,6412.97
Norway,2013,6860.732
Norway,2014,7420.758
Norway,2015,8518.32
Norway,2016,8725.39
Norway,2017,9015.967
Norway,2018,9180.903
Norway,2019,9405.935
Norway,2020,10066.416
Norway,2010,29518.36
Norway,2011,41927.984
Norway,2012,34058.56
Norway,2013,31399.97
Norway,2014,36047.977
